id,number_of_reviews,last_review,reviews_per_month,review_rate_number
35009209,5,12/08/2021,0.19,3
35009761,4,12/08/2021,0.43,4
35010313,4,12/08/2021,0.43,5
35010865,35,12/08/2021,1.36,3
35011418,3,12/08/2021,0.12,4
35011970,5,12/08/2021,0.26,2
35012522,10,12/08/2021,0.48,4
35013075,8,12/08/2021,0.4,3
35013627,11,12/08/2021,0.64,5
35014179,9,12/08/2021,0.65,2
35014732,4,12/08/2021,0.89,4
35015284,8,12/08/2021,0.88,2
35015836,6,12/08/2021,0.66,2
35016388,6,12/08/2021,0.56,5
35016941,1,12/08/2021,0.34,4
35017493,1,12/08/2021,0.34,3
35018045,3,12/08/2021,0.52,4
35018598,1,12/08/2021,0.34,5
35019150,1,12/08/2021,0.34,5
35019702,163,12/07/2021,1.79,5
35020255,25,12/07/2021,0.31,5
35020807,172,12/07/2021,2.21,4
35021359,19,12/07/2021,0.29,5
35021911,61,12/07/2021,0.99,4
35022464,3,12/07/2021,0.86,3
35023016,16,12/07/2021,0.27,5
35023568,15,12/07/2021,0.27,2
35024121,33,12/07/2021,0.61,5
35024673,12,12/07/2021,0.42,2
35025225,2,12/07/2021,0.04,3
35025778,44,12/07/2021,1.08,5
35026330,21,12/07/2021,0.52,2
35026882,8,12/07/2021,0.21,2
35027434,21,12/07/2021,0.59,5
35027987,8,12/07/2021,0.9,4
35028539,1,12/07/2021,0.34,5
35029091,9,12/07/2021,0.56,5
35029644,77,12/07/2021,4.46,2
35030196,11,12/07/2021,0.86,3
35030748,12,12/07/2021,1.14,2
35031301,4,12/07/2021,0.49,3
35031853,4,12/07/2021,0.49,2
35032405,4,12/07/2021,0.75,2
35032957,3,12/07/2021,0.58,3
35033510,1,12/07/2021,0.34,3
35034062,4,12/07/2021,0.82,3
35034614,8,12/07/2021,1.8,4
35035167,7,12/07/2021,1.5,5
35035719,2,12/07/2021,0.61,2
35036271,91,12/06/2021,0.89,4
35036824,143,12/06/2021,1.48,4
35037376,27,12/06/2021,0.29,4
35037928,23,12/06/2021,0.3,3
35038480,18,12/06/2021,0.23,4
35039033,194,12/06/2021,2.46,3
35039585,71,12/06/2021,0.92,3
35040137,100,12/06/2021,1.33,3
35040690,1,12/06/2021,0.33,4
35041242,69,12/06/2021,1.08,4
35041794,60,12/06/2021,1.36,2
35042347,167,12/06/2021,2.74,3
35042899,191,12/06/2021,3.16,5
35043451,18,12/06/2021,0.32,2
35044003,17,12/06/2021,0.33,3
35044556,55,12/06/2021,1.09,5
35045108,69,12/06/2021,1.49,4
35045660,63,12/06/2021,2.06,2
35046213,4,12/06/2021,0.13,2
35046765,42,12/06/2021,1.23,5
35047317,8,12/06/2021,0.24,2
35047870,14,12/06/2021,0.45,5
35048422,31,12/06/2021,1.12,5
35048974,16,12/06/2021,0.87,5
35049526,3,12/06/2021,0.27,2
35050079,23,12/06/2021,1.25,4
35050631,3,12/06/2021,0.3,5
35051183,29,12/06/2021,1.95,4
35051736,1,12/06/2021,0.33,4
35052288,15,12/06/2021,1.06,5
35052840,4,12/06/2021,0.36,3
35053393,2,12/06/2021,0.49,2
35053945,9,12/06/2021,1.02,5
35054497,3,12/06/2021,0.43,3
35055049,6,12/06/2021,0.63,3
35055602,1,12/06/2021,0.33,2
35056154,1,12/06/2021,0.26,3
35056706,4,12/06/2021,0.9,5
35057259,6,12/06/2021,0.74,5
35057811,4,12/06/2021,0.53,5
35058363,12,12/06/2021,1.71,4
35058916,2,12/06/2021,0.54,3
35059468,16,12/06/2021,2.54,5
35060020,8,12/06/2021,1.62,4
35060572,6,12/06/2021,1.17,4
35061125,8,12/06/2021,1.62,5
35061677,2,12/06/2021,0.66,5
35062229,1,12/06/2021,0.33,4
35062782,1,12/06/2021,0.33,2
35063334,3,12/06/2021,0.86,3
35063886,2,12/06/2021,0.48,2
35064439,1,12/06/2021,0.33,3
35064991,1,12/06/2021,0.26,4
35065543,3,12/06/2021,0.86,4
35066095,2,12/06/2021,0.63,3
35066648,1,12/06/2021,0.33,5
35067200,1,12/06/2021,0.26,4
35067752,1,12/06/2021,0.33,3
35068305,217,12/05/2021,1.7,2
35068857,66,12/05/2021,0.63,2
35069409,11,12/05/2021,0.1,2
35069962,14,12/05/2021,0.17,2
35070514,48,12/05/2021,0.52,5
35071066,100,12/05/2021,1.2,4
35071618,3,12/05/2021,0.04,2
35072171,58,12/05/2021,0.72,4
35072723,65,12/05/2021,1.06,2
35073275,113,12/05/2021,1.65,5
35073828,45,12/05/2021,0.67,5
35074380,132,12/05/2021,1.97,3
35074932,18,12/05/2021,0.33,3
35075485,4,12/05/2021,0.07,3
35076037,41,12/05/2021,0.83,3
35076589,33,12/05/2021,1.08,5
35077141,30,12/05/2021,0.71,2
35077694,6,12/05/2021,0.2,5
35078246,1,12/05/2021,0.33,4
35078798,15,12/05/2021,0.41,3
35079351,48,12/05/2021,1.57,4
35079903,13,12/05/2021,0.57,5
35080455,11,12/05/2021,0.32,4
35081008,16,12/05/2021,0.57,5
35081560,5,12/05/2021,0.38,2
35082112,3,12/05/2021,0.18,5
35082664,47,12/05/2021,1.93,2
35083217,1,12/05/2021,0.33,5
35083769,3,12/05/2021,0.5,5
35084321,35,12/05/2021,1.69,5
35084874,3,12/05/2021,0.15,2
35085426,1,12/05/2021,0.33,2
35085978,10,12/05/2021,0.91,4
35086531,6,12/05/2021,0.77,4
35087083,20,12/05/2021,1.39,5
35087635,5,12/05/2021,0.32,3
35088187,13,12/05/2021,1.33,4
35088740,29,12/05/2021,2,2
35089292,1,12/05/2021,0.26,3
35089844,6,12/05/2021,0.61,3
35090397,30,12/05/2021,3.07,5
35090949,1,12/05/2021,0.33,3
35091501,3,12/05/2021,0.39,5
35092054,6,12/05/2021,0.71,5
35092606,3,12/05/2021,0.81,4
35093158,2,12/05/2021,0.23,3
35093710,5,12/05/2021,0.64,3
35094263,11,12/05/2021,1.31,5
35094815,1,12/05/2021,0.33,5
35095367,5,12/05/2021,0.59,2
35095920,2,12/05/2021,0.45,3
35096472,10,12/05/2021,1.26,2
35097024,3,12/05/2021,0.58,4
35097577,2,12/05/2021,0.37,4
35098129,3,12/05/2021,0.4,5
35098681,6,12/05/2021,1.12,2
35099233,2,12/05/2021,0.5,4
35099786,11,12/05/2021,1.63,4
35100338,13,12/05/2021,2.06,4
35100890,3,12/05/2021,0.53,4
35101443,1,12/05/2021,0.33,2
35101995,7,12/05/2021,1.14,5
35102547,3,12/05/2021,0.58,5
35103100,7,12/05/2021,1.16,2
35103652,2,12/05/2021,0.54,3
35104204,1,12/05/2021,0.33,5
35104756,6,12/05/2021,1.12,5
35105309,9,12/05/2021,1.69,3
35105861,7,12/05/2021,1.3,3
35106413,1,12/05/2021,0.33,5
35106966,1,12/05/2021,0.33,3
35107518,2,12/05/2021,0.54,2
35108070,4,12/05/2021,0.96,4
35108623,1,12/05/2021,0.33,5
35109175,1,12/05/2021,0.33,2
35109727,5,12/05/2021,1.34,5
35110279,1,12/05/2021,0.33,2
35110832,2,12/05/2021,0.51,4
35111384,1,12/05/2021,0.33,5
35111936,1,12/05/2021,0.33,4
35112489,1,12/05/2021,0.33,3
35113041,1,12/05/2021,0.33,5
35113593,60,12/04/2021,0.5,5
35114146,19,12/04/2021,0.2,4
35114698,28,12/04/2021,0.59,2
35115250,43,12/04/2021,0.53,3
35115802,15,12/04/2021,0.17,2
35116355,122,12/04/2021,1.47,5
35116907,9,12/04/2021,0.11,3
35117459,62,12/04/2021,0.75,2
35118012,10,12/04/2021,0.13,4
35118564,10,12/04/2021,0.3,4
35119116,36,12/04/2021,0.51,3
35119669,10,12/04/2021,0.22,3
35120221,89,12/04/2021,2.06,2
35120773,91,12/04/2021,1.32,4
35121325,17,12/04/2021,0.32,4
35121878,36,12/04/2021,0.68,5
35122430,85,12/04/2021,1.54,5
35122982,23,12/04/2021,0.53,2
35123535,75,12/04/2021,1.53,4
35124087,79,12/04/2021,1.61,2
35124639,2,12/04/2021,0.05,3
35125192,29,12/04/2021,0.65,3
35125744,5,12/04/2021,0.16,2
35126296,5,12/04/2021,0.11,3
35126848,13,12/04/2021,0.31,2
35127401,2,12/04/2021,0.29,5
35127953,1,12/04/2021,0.25,5
35128505,8,12/04/2021,0.31,2
35129058,4,12/04/2021,0.75,2
35129610,4,12/04/2021,0.21,3
35130162,10,12/04/2021,0.54,5
35130715,11,12/04/2021,0.58,2
35131267,9,12/04/2021,1.45,3
35131819,21,12/04/2021,1.3,4
35132371,12,12/04/2021,0.82,2
35132924,5,12/04/2021,0.71,5
35133476,2,12/04/2021,0.25,2
35134028,3,12/04/2021,0.33,4
35134581,15,12/04/2021,1.72,3
35135133,5,12/04/2021,1.27,4
35135685,1,12/04/2021,0.33,5
35136238,1,12/04/2021,0.33,4
35136790,1,12/04/2021,0.33,2
35137342,3,12/04/2021,0.71,3
35137894,1,12/04/2021,0.33,4
35138447,1,12/04/2021,0.25,5
35138999,1,12/04/2021,0.33,4
35139551,31,12/03/2021,0.31,5
35140104,7,12/03/2021,0.11,4
35140656,12,12/03/2021,0.19,4
35141208,151,12/03/2021,2.9,2
35141761,8,12/03/2021,0.19,5
35142313,5,12/03/2021,0.11,2
35142865,18,12/03/2021,0.64,5
35143417,72,12/03/2021,2.69,3
35143970,17,12/03/2021,1.1,2
35144522,4,12/03/2021,0.33,5
35145074,14,12/03/2021,1.14,2
35145627,3,12/03/2021,0.37,4
35146179,13,12/03/2021,1.81,4
35146731,2,12/03/2021,0.45,5
35147284,1,12/03/2021,0.32,5
35147836,6,12/03/2021,1.12,5
35148388,3,12/03/2021,0.77,5
35148940,1,12/03/2021,0.32,3
35149493,3,12/03/2021,0.81,4
35150045,12,12/02/2021,0.22,4
35150597,80,12/02/2021,1.02,5
35151150,23,12/02/2021,0.31,4
35151702,121,12/02/2021,1.8,4
35152254,163,12/02/2021,2.29,4
35152807,249,12/02/2021,4.54,5
35153359,11,12/02/2021,0.25,4
35153911,4,12/02/2021,0.11,4
35154463,11,12/02/2021,0.33,5
35155016,15,12/02/2021,0.59,2
35155568,5,12/02/2021,0.35,2
35156120,8,12/02/2021,0.29,2
35156673,4,12/02/2021,0.29,5
35157225,10,12/02/2021,0.73,4
35157777,15,12/02/2021,0.91,2
35158330,4,12/02/2021,0.54,4
35158882,5,12/02/2021,0.65,2
35159434,3,12/02/2021,0.53,3
35159986,5,12/02/2021,0.54,2
35160539,1,12/02/2021,0.32,3
35161091,3,12/02/2021,0.48,3
35161643,3,12/02/2021,0.44,5
35162196,1,12/02/2021,0.32,3
35162748,5,12/02/2021,0.74,4
35163300,1,12/02/2021,0.32,2
35163853,35,12/01/2021,0.27,2
35164405,88,12/01/2021,0.77,5
35164957,139,12/01/2021,1.21,2
35165509,26,12/01/2021,0.28,2
35166062,32,12/01/2021,0.38,3
35166614,30,12/01/2021,0.36,2
35167166,62,12/01/2021,0.76,3
35167719,35,12/01/2021,0.43,2
35168271,72,12/01/2021,0.92,5
35168823,157,12/01/2021,2,3
35169376,43,12/01/2021,0.61,2
35169928,129,12/01/2021,1.83,4
35170480,89,12/01/2021,1.35,2
35171032,26,12/01/2021,0.39,2
35171585,23,12/01/2021,0.36,3
35172137,87,12/01/2021,1.36,4
35172689,1,12/01/2021,0.32,3
35173242,32,12/01/2021,0.53,2
35173794,5,12/01/2021,0.09,2
35174346,158,12/01/2021,2.67,5
35174899,39,12/01/2021,0.7,2
35175451,42,12/01/2021,0.79,4
35176003,13,12/01/2021,0.29,5
35176555,7,12/01/2021,0.17,3
35177108,80,12/01/2021,1.81,4
35177660,14,12/01/2021,0.32,5
35178212,79,12/01/2021,1.87,4
35178765,23,12/01/2021,0.8,5
35179317,4,12/01/2021,0.12,2
35179869,6,12/01/2021,0.55,4
35180422,2,12/01/2021,0.47,2
35180974,3,12/01/2021,0.09,2
35181526,144,12/01/2021,4.03,4
35182078,19,12/01/2021,0.55,4
35182631,16,12/01/2021,0.52,4
35183183,12,12/01/2021,0.4,5
35183735,4,12/01/2021,0.26,4
35184288,5,12/01/2021,0.18,2
35184840,2,12/01/2021,0.08,5
35185392,1,12/01/2021,0.32,4
35185945,1,12/01/2021,0.32,4
35186497,5,12/01/2021,0.32,3
35187049,12,12/01/2021,0.54,4
35187601,1,12/01/2021,0.32,2
35188154,3,12/01/2021,0.17,2
35188706,8,12/01/2021,0.44,4
35189258,8,12/01/2021,0.49,2
35189811,5,12/01/2021,0.4,2
35190363,1,12/01/2021,0.32,3
35190915,2,12/01/2021,0.3,5
35191468,3,12/01/2021,0.57,3
35192020,6,12/01/2021,0.6,3
35192572,2,12/01/2021,0.32,4
35193124,1,12/01/2021,0.32,2
35193677,2,12/01/2021,0.24,4
35194229,1,12/01/2021,0.32,4
35194781,2,12/01/2021,0.48,4
35195334,3,12/01/2021,0.45,4
35195886,1,12/01/2021,0.32,2
35196438,2,12/01/2021,0.38,3
35196991,1,12/01/2021,0.32,3
35197543,2,12/01/2021,0.39,5
35198095,1,12/01/2021,0.32,2
35198647,1,12/01/2021,0.32,2
35199200,1,12/01/2021,0.32,4
35199752,2,12/01/2021,0.61,3
35200304,124,11/30/2021,0.89,5
35200857,38,11/30/2021,0.33,4
35201409,43,11/30/2021,0.34,5
35201961,10,11/30/2021,0.09,2
35202514,16,11/30/2021,0.15,3
35203066,249,11/30/2021,2.34,4
35203618,17,11/30/2021,0.16,2
35204170,25,11/30/2021,0.25,2
35204723,220,11/30/2021,2.13,2
35205275,4,11/30/2021,0.1,5
35205827,12,11/30/2021,0.17,5
35206380,31,11/30/2021,0.39,4
35206932,13,11/30/2021,0.19,3
35207484,10,11/30/2021,0.16,2
35208037,14,11/30/2021,0.29,5
35208589,7,11/30/2021,0.12,5
35209141,95,11/30/2021,1.48,4
35209693,43,11/30/2021,0.78,5
35210246,45,11/30/2021,0.78,3
35210798,47,11/30/2021,0.88,5
35211350,14,11/30/2021,0.3,3
35211903,3,11/30/2021,0.06,5
35212455,63,11/30/2021,1.31,2
35213007,11,11/30/2021,0.28,5
35213560,154,11/30/2021,3.18,2
35214112,6,11/30/2021,0.15,3
35214664,44,11/30/2021,0.96,5
35215216,7,11/30/2021,0.16,2
35215769,49,11/30/2021,1.17,4
35216321,3,11/30/2021,0.38,3
35216873,9,11/30/2021,0.23,4
35217426,21,11/30/2021,0.54,2
35217978,27,11/30/2021,0.72,4
35218530,2,11/30/2021,0.23,2
35219083,43,11/30/2021,1.16,2
35219635,17,11/30/2021,0.5,3
35220187,10,11/30/2021,0.36,3
35220739,12,11/30/2021,0.37,5
35221292,4,11/30/2021,0.17,4
35221844,43,11/30/2021,1.36,3
35222396,6,11/30/2021,0.22,2
35222949,13,11/30/2021,0.43,5
35223501,2,11/30/2021,0.08,2
35224053,5,11/30/2021,0.2,2
35224606,47,11/30/2021,1.62,2
35225158,5,11/30/2021,0.19,5
35225710,2,11/30/2021,0.08,3
35226262,12,11/30/2021,0.53,5
35226815,8,11/30/2021,0.33,4
35227367,3,11/30/2021,0.13,3
35227919,2,11/30/2021,0.21,5
35228472,2,11/30/2021,0.14,5
35229024,1,11/30/2021,0.25,2
35229576,3,11/30/2021,0.15,5
35230129,2,11/30/2021,0.12,5
35230681,23,11/30/2021,1.3,2
35231233,4,11/30/2021,0.26,5
35231785,1,11/30/2021,0.31,5
35232338,3,11/30/2021,0.22,4
35232890,2,11/30/2021,0.38,2
35233442,5,11/30/2021,0.37,3
35233995,31,11/30/2021,2.46,5
35234547,8,11/30/2021,0.61,5
35235099,3,11/30/2021,0.29,5
35235652,4,11/30/2021,0.48,4
35236204,2,11/30/2021,0.27,4
35236756,3,11/30/2021,0.42,2
35237308,34,11/30/2021,3.31,3
35237861,4,11/30/2021,0.59,5
35238413,2,11/30/2021,0.21,5
35238965,2,11/30/2021,0.2,5
35239518,1,11/30/2021,0.31,4
35240070,2,11/30/2021,0.29,4
35240622,3,11/30/2021,0.43,3
35241175,14,11/30/2021,1.93,3
35241727,3,11/30/2021,0.42,2
35242279,2,11/30/2021,0.33,4
35242831,1,11/30/2021,0.31,2
35243384,1,11/30/2021,0.25,3
35243936,1,11/30/2021,0.31,5
35244488,1,11/30/2021,0.31,3
35245041,2,11/30/2021,0.39,4
35245593,1,11/30/2021,0.25,2
35246145,1,11/30/2021,0.31,5
35246698,1,11/30/2021,0.25,3
35247250,4,11/30/2021,0.95,4
35247802,1,11/30/2021,0.25,3
35248354,118,11/29/2021,1.1,3
35248907,83,11/29/2021,0.86,5
35249459,324,11/29/2021,3.42,3
35250011,18,11/29/2021,0.27,5
35250564,37,11/29/2021,0.64,3
35251116,19,11/29/2021,0.36,5
35251668,25,11/29/2021,0.59,4
35252221,45,11/29/2021,1.02,3
35252773,63,11/29/2021,1.45,5
35253325,22,11/29/2021,0.51,2
35253877,16,11/29/2021,0.39,2
35254430,19,11/29/2021,0.54,2
35254982,10,11/29/2021,0.29,4
35255534,45,11/29/2021,1.38,3
35256087,14,11/29/2021,0.43,3
35256639,16,11/29/2021,0.47,5
35257191,3,11/29/2021,0.24,2
35257744,4,11/29/2021,0.25,5
35258296,17,11/29/2021,0.54,4
35258848,17,11/29/2021,0.58,3
35259400,1,11/29/2021,0.31,3
35259953,11,11/29/2021,0.42,4
35260505,12,11/29/2021,0.73,4
35261057,16,11/29/2021,0.95,3
35261610,1,11/29/2021,0.24,3
35262162,3,11/29/2021,0.38,4
35262714,16,11/29/2021,1.56,2
35263267,3,11/29/2021,0.34,5
35263819,2,11/29/2021,0.32,4
35264371,2,11/29/2021,0.32,3
35264923,2,11/29/2021,0.26,4
35265476,3,11/29/2021,0.43,4
35266028,4,11/29/2021,0.56,3
35266580,2,11/29/2021,0.33,5
35267133,5,11/29/2021,0.62,2
35267685,9,11/29/2021,1.34,5
35268237,1,11/29/2021,0.24,5
35268790,4,11/29/2021,0.79,2
35269342,1,11/29/2021,0.31,4
35269894,1,11/29/2021,0.24,3
35270446,113,11/28/2021,0.94,5
35270999,112,11/28/2021,1.02,2
35271551,30,11/28/2021,0.29,4
35272103,5,11/28/2021,0.07,2
35272656,26,11/28/2021,0.28,2
35273208,30,11/28/2021,0.34,2
35273760,3,11/28/2021,0.38,4
35274313,221,11/28/2021,2.67,5
35274865,5,11/28/2021,0.07,4
35275417,10,11/28/2021,0.2,4
35275969,55,11/28/2021,0.89,3
35276522,19,11/28/2021,0.32,5
35277074,127,11/28/2021,2.24,4
35277626,51,11/28/2021,0.86,5
35278179,70,11/28/2021,1.18,5
35278731,115,11/28/2021,2.03,3
35279283,27,11/28/2021,0.49,4
35279836,27,11/28/2021,0.51,3
35280388,27,11/28/2021,0.53,3
35280940,80,11/28/2021,1.6,4
35281492,56,11/28/2021,1.26,3
35282045,15,11/28/2021,0.36,2
35282597,33,11/28/2021,0.77,5
35283149,17,11/28/2021,0.43,3
35283702,44,11/28/2021,1.08,5
35284254,18,11/28/2021,0.5,5
35284806,35,11/28/2021,0.97,4
35285359,22,11/28/2021,0.64,5
35285911,54,11/28/2021,1.57,2
35286463,18,11/28/2021,0.51,5
35287015,20,11/28/2021,0.57,2
35287568,52,11/28/2021,1.5,2
35288120,6,11/28/2021,0.19,3
35288672,5,11/28/2021,0.18,5
35289225,14,11/28/2021,0.51,2
35289777,6,11/28/2021,0.28,5
35290329,9,11/28/2021,1.17,2
35290882,1,11/28/2021,0.24,4
35291434,5,11/28/2021,0.47,3
35291986,4,11/28/2021,0.33,5
35292538,7,11/28/2021,0.41,4
35293091,2,11/28/2021,0.12,2
35293643,4,11/28/2021,0.37,4
35294195,3,11/28/2021,0.38,3
35294748,7,11/28/2021,0.57,4
35295300,5,11/28/2021,0.49,5
35295852,17,11/28/2021,1.75,5
35296405,3,11/28/2021,0.38,3
35296957,8,11/28/2021,0.84,3
35297509,3,11/28/2021,0.41,3
35298061,2,11/28/2021,0.21,2
35298614,4,11/28/2021,0.5,4
35299166,1,11/28/2021,0.31,5
35299718,22,11/28/2021,2.81,3
35300271,1,11/28/2021,0.31,2
35300823,1,11/28/2021,0.24,3
35301375,18,11/28/2021,2.21,5
35301928,2,11/28/2021,0.32,4
35302480,1,11/28/2021,0.31,2
35303032,11,11/28/2021,2.05,3
35303584,2,11/28/2021,0.38,4
35304137,1,11/28/2021,0.31,3
35304689,11,11/28/2021,1.92,5
35305241,3,11/28/2021,0.68,2
35305794,1,11/28/2021,0.31,5
35306346,2,11/28/2021,0.5,3
35306898,4,11/28/2021,0.9,2
35307451,8,11/28/2021,1.75,5
35308003,2,11/28/2021,0.51,2
35308555,1,11/28/2021,0.31,4
35309107,4,11/28/2021,1.14,5
35309660,1,11/28/2021,0.31,3
35310212,1,11/28/2021,0.24,5
35310764,2,11/28/2021,0.48,2
35311317,30,11/27/2021,0.27,4
35311869,23,11/27/2021,0.21,2
35312421,4,11/27/2021,0.74,3
35312974,27,11/27/2021,0.88,3
35313526,11,11/27/2021,0.14,2
35314078,59,11/27/2021,0.75,2
35314630,188,11/27/2021,2.31,4
35315183,125,11/27/2021,1.78,3
35315735,30,11/27/2021,0.43,5
35316287,9,11/27/2021,0.14,4
35316840,16,11/27/2021,0.27,5
35317392,73,11/27/2021,1.39,5
35317944,21,11/27/2021,0.41,2
35318497,32,11/27/2021,0.73,4
35319049,6,11/27/2021,0.14,2
35319601,2,11/27/2021,0.06,5
35320153,23,11/27/2021,0.55,5
35320706,72,11/27/2021,1.78,4
35321258,35,11/27/2021,0.89,2
35321810,3,11/27/2021,0.09,5
35322363,52,11/27/2021,1.5,5
35322915,42,11/27/2021,1.29,5
35323467,44,11/27/2021,1.31,4
35324020,15,11/27/2021,0.48,2
35324572,43,11/27/2021,1.44,5
35325124,10,11/27/2021,0.34,4
35325676,11,11/27/2021,0.4,5
35326229,18,11/27/2021,0.68,4
35326781,8,11/27/2021,0.45,4
35327333,6,11/27/2021,0.63,4
35327886,29,11/27/2021,1.76,2
35328438,8,11/27/2021,0.98,5
35328990,4,11/27/2021,0.42,5
35329543,21,11/27/2021,2.35,2
35330095,3,11/27/2021,0.41,5
35330647,1,11/27/2021,0.3,2
35331199,2,11/27/2021,0.38,5
35331752,1,11/27/2021,0.24,2
35332304,3,11/27/2021,0.65,3
35332856,1,11/27/2021,0.24,3
35333409,3,11/27/2021,0.5,3
35333961,2,11/27/2021,0.47,2
35334513,1,11/27/2021,0.3,5
35335066,3,11/27/2021,0.69,5
35335618,1,11/27/2021,0.3,2
35336170,26,11/26/2021,0.24,2
35336722,39,11/26/2021,0.35,3
35337275,122,11/26/2021,1.48,5
35337827,2,11/26/2021,0.06,2
35338379,32,11/26/2021,0.43,3
35338932,92,11/26/2021,1.46,2
35339484,2,11/26/2021,0.06,5
35340036,36,11/26/2021,1.46,3
35340589,31,11/26/2021,1.48,4
35341141,8,11/26/2021,0.82,4
35341693,5,11/26/2021,0.93,3
35342245,4,11/26/2021,0.42,4
35342798,19,11/26/2021,1.39,4
35343350,9,11/26/2021,0.86,2
35343902,7,11/26/2021,0.67,2
35344455,1,11/26/2021,0.24,5
35345007,1,11/26/2021,0.3,5
35345559,3,11/26/2021,0.71,3
35346112,2,11/26/2021,0.58,5
35346664,37,11/25/2021,0.35,5
35347216,78,11/25/2021,1.68,2
35347768,3,11/25/2021,0.11,5
35348321,51,11/25/2021,1.23,5
35348873,11,11/25/2021,0.6,2
35349425,23,11/25/2021,0.72,2
35349978,19,11/25/2021,1.4,4
35350530,17,11/25/2021,1.61,4
35351082,11,11/25/2021,1.19,4
35351635,1,11/25/2021,0.3,5
35352187,1,11/25/2021,0.3,4
35352739,4,11/25/2021,0.78,2
35353291,1,11/25/2021,0.24,2
35353844,119,11/24/2021,1.54,3
35354396,120,11/24/2021,1.05,5
35354948,215,11/24/2021,1.91,3
35355501,17,11/24/2021,0.21,2
35356053,8,11/24/2021,0.1,5
35356605,68,11/24/2021,0.87,3
35357158,63,11/24/2021,0.87,5
35357710,79,11/24/2021,1.11,2
35358262,22,11/24/2021,0.32,4
35358814,14,11/24/2021,0.24,5
35359367,2,11/24/2021,0.39,2
35359919,3,11/24/2021,0.24,2
35360471,6,11/24/2021,0.51,4
35361024,2,11/24/2021,0.2,3
35361576,2,11/24/2021,0.38,4
35362128,3,11/24/2021,0.25,5
35362681,1,11/24/2021,0.29,4
35363233,1,11/24/2021,0.29,4
35363785,1,11/24/2021,0.29,5
35364337,1,11/24/2021,0.29,5
35364890,1,11/24/2021,0.23,4
35365442,182,11/23/2021,2.01,5
35365994,20,11/23/2021,0.3,5
35366547,18,11/23/2021,0.2,3
35367099,40,11/23/2021,0.59,2
35367651,61,11/23/2021,0.92,2
35368204,5,11/23/2021,0.15,5
35368756,9,11/23/2021,0.69,4
35369308,29,11/23/2021,1.42,4
35369860,5,11/23/2021,0.45,2
35370413,10,11/23/2021,1.2,2
35370965,1,11/23/2021,0.29,3
35371517,3,11/23/2021,0.4,5
35372070,1,11/23/2021,0.29,4
35372622,7,11/23/2021,0.86,4
35373174,3,11/23/2021,0.44,5
35373727,1,11/23/2021,0.29,3
35374279,2,11/23/2021,0.35,4
35374831,1,11/23/2021,0.29,5
35375383,55,11/22/2021,0.54,3
35375936,74,11/22/2021,0.63,5
35376488,76,11/22/2021,0.99,5
35377040,181,11/22/2021,2.74,3
35377593,6,11/22/2021,0.11,3
35378145,31,11/22/2021,0.75,4
35378697,1010,11/22/2021,33.08,4
35379250,3,11/22/2021,0.18,5
35379802,3,11/22/2021,0.14,2
35380354,3,11/22/2021,0.5,4
35380906,1,11/22/2021,0.29,4
35381459,1,11/22/2021,0.29,5
35382011,3,11/22/2021,0.23,3
35382563,1,11/22/2021,0.29,4
35383116,1,11/22/2021,0.29,2
35383668,8,11/22/2021,0.94,2
35384220,2,11/22/2021,0.3,5
35384773,1,11/22/2021,0.23,5
35385325,3,11/22/2021,0.68,3
35385877,267,11/21/2021,1.77,3
35386429,16,11/21/2021,0.21,5
35386982,38,11/21/2021,0.48,3
35387534,49,11/21/2021,1.02,3
35388086,19,11/21/2021,0.3,4
35388639,34,11/21/2021,0.56,2
35389191,5,11/21/2021,0.34,3
35389743,3,11/21/2021,0.11,2
35390296,1,11/21/2021,0.29,2
35390848,22,11/21/2021,0.72,4
35391400,26,11/21/2021,0.8,5
35391952,10,11/21/2021,0.31,2
35392505,35,11/21/2021,1.15,3
35393057,34,11/21/2021,1.18,5
35393609,31,11/21/2021,1.77,5
35394162,1,11/21/2021,0.29,2
35394714,1,11/21/2021,0.29,2
35395266,30,11/21/2021,3.06,5
35395819,14,11/21/2021,0.9,2
35396371,3,11/21/2021,0.34,2
35396923,16,11/21/2021,1.17,3
35397475,10,11/21/2021,0.81,3
35398028,2,11/21/2021,0.14,2
35398580,6,11/21/2021,1.07,4
35399132,3,11/21/2021,0.31,3
35399685,3,11/21/2021,0.58,4
35400237,14,11/21/2021,1.37,3
35400789,14,11/21/2021,1.77,2
35401342,2,11/21/2021,0.35,5
35401894,3,11/21/2021,0.48,3
35402446,2,11/21/2021,0.41,3
35402998,6,11/21/2021,0.86,4
35403551,3,11/21/2021,0.68,2
35404103,2,11/21/2021,0.48,3
35404655,1,11/21/2021,0.23,5
35405208,3,11/21/2021,0.54,4
35405760,1,11/21/2021,0.23,4
35406312,1,11/21/2021,0.23,3
35406865,3,11/21/2021,0.71,4
35407417,1,11/21/2021,0.29,3
35407969,106,11/20/2021,0.9,4
35408521,7,11/20/2021,0.08,4
35409074,75,11/20/2021,0.85,5
35409626,44,11/20/2021,0.54,5
35410178,78,11/20/2021,1.06,2
35410731,242,11/20/2021,3.34,5
35411283,16,11/20/2021,0.23,5
35411835,24,11/20/2021,0.75,3
35412388,6,11/20/2021,0.12,4
35412940,24,11/20/2021,0.59,4
35413492,48,11/20/2021,1.59,3
35414044,5,11/20/2021,0.17,2
35414597,68,11/20/2021,2.29,3
